Date,USD,BTC,SP500,GOLD
2025-01-03,-0.0040223278531975,0.0125977299556827,0.0125960267214919,-0.0052276892151892
2025-01-06,-0.0063331329172914,0.0404725336567033,0.0055380450854503,-0.0024953110231569
2025-01-07,0.0025863548288549,-0.0505043052595688,-0.0111039128821078,0.0069360405948577
2025-01-08,0.0050672140936438,-0.0193884366295112,0.0015603601909253,0.0029359916330349
2025-01-10,0.0051334238407501,-0.0035990912387096,-0.0154116438030668,0.0165134171514356
2025-01-13,0.0028271550777916,-0.0019527650463389,0.0015754440882007,-0.0129222817057411
2025-01-14,-0.0062750313491379,0.0213457220401691,0.001146279811244,0.0014961660744343
2025-01-15,-0.0016472985330434,0.0411299996325777,0.0183127922796391,0.0130718954248365
2025-01-16,-0.0011916514600964,-0.007438333563293,-0.0021126894641922,0.0124976598502304
2025-01-17,0.0035792895826485,0.0471659856883341,0.0099910589693537,-0.0007645840337501
2025-01-21,-0.011796990704418,0.016122857428547,0.0087682271055828,0.003898972773201
2025-01-22,0.0010179586603442,-0.0234882998268456,0.0061379415222275,0.0045735381692377
2025-01-23,-0.0011093197672065,0.0029627830760259,0.0053134862204113,-0.0016259574509376
2025-01-24,-0.005645539964116,0.0082657856802432,-0.0028551323193988,0.0051391374434535
2025-01-27,-0.0009308088350999,-0.0260619186527075,-0.0145807156908095,-0.0143304821691551
2025-01-28,0.0049376413897297,-0.0073976691606418,0.0092178694499676,0.0107032141837899
2025-01-29,0.0012051288598124,0.023395602825692,-0.0046788957603215,0.0008313028724642
2025-01-30,-0.001851823594835,0.0099523798797513,0.0052754144053117,0.0194647721075054
2025-01-31,0.0052875665926517,-0.0222492430508784,-0.0050468257540199,-0.0037194473963868
2025-02-03,0.0057210953351853,-0.0097612551508283,-0.0076085976846667,0.0076088541666665
2025-02-04,-0.0094503972794302,-0.0348462784056634,0.0072248818286797,0.0068457416115264
2025-02-05,-0.0035197967454653,-0.0128369432180627,0.0039086729306143,0.006413643330515
2025-02-06,0.0010225005435891,-0.0002292432377489,0.0036442987226186,-0.0054325453147123
2025-02-07,0.0032500554014893,-0.0006647556256734,-0.0094647701115428,0.0039565997297357
2025-02-10,0.0025916214080357,0.0094113472760759,0.0067125410858628,0.0163917271299209
2025-02-11,-0.003323491611575,-0.0173457247097439,0.0003395827888592,-0.0006176607754746
2025-02-12,-0.0001852227050387,0.0223340688567765,-0.0027238667143857,-0.0012017167381974
2025-02-13,-0.0058366209798308,-0.0128924871841327,0.0104262921222306,0.005809522978257
2025-02-14,-0.006895889298343,0.0091602788033979,-7.194380749464546e-05,-0.0144570238556747
2025-02-18,0.0045041133368504,-0.0201973408215333,0.0024449877750611,0.0166458587787583
2025-02-19,0.0011209258642381,0.0114723435043504,0.0023769693899173,-0.0041616164913672
2025-02-20,-0.0077447218926537,0.0175745580328421,-0.0043341850761716,0.0070562781206204
2025-02-21,0.0025390660312138,-0.0224580717618472,-0.0170641267025635,-0.0008162933142006
2025-02-24,-9.381986842893486e-05,-0.048971112810639,-0.0049691065044024,0.0035061970129008
2025-02-25,-0.0027204589088033,-0.0293377120214919,-0.0046797309154723,-0.0147223120802861
2025-02-26,0.0010347155759355,-0.0494629004695273,0.0001360242800469,0.0042348248676622
2025-02-27,0.0077053158140676,0.0042349227090945,-0.0158645536555098,-0.0115195066832741
2025-02-28,0.0034502308276065,-0.0039102977908145,0.0158541446349889,-0.0160931961464867
2025-03-03,-0.0079918279479019,0.0200616773821975,-0.0175967394669998,0.0188239923239599
2025-03-04,-0.0094613783253439,0.0134376855754954,-0.0122348266022004,0.0067123890430171
2025-03-05,0.0,0.0389965785120813,0.0111592778931879,0.0019590153218878
2025-03-06,-0.0158880304436946,-0.0073031330841799,-0.0178190070857499,0.0004459399740508
2025-03-07,-0.0021141766852267,-0.0357824911826653,0.005520617802748,-0.0040801433470216
2025-03-10,0.0006741845790416,-0.094655510344804,-0.0269730913054258,-0.0047164772273115
2025-03-11,-0.0045231566176386,0.0551394455444913,-0.0075678653236531,0.0075751997038222
2025-03-12,0.0016434470701178,0.0103804668952023,0.0048868699294464,0.0089945402145192
2025-03-13,0.0021233589364648,-0.0317197970748182,-0.0138909842068353,0.0153788403490984
2025-03-14,-0.001059429918248,0.0358025962030881,0.0212658690830878,0.0034178705240714
2025-03-17,-0.0033744549749507,0.0012693471231279,0.0064161307191059,0.0018367006177992
2025-03-18,-0.001257665467333,-0.0161424490284424,-0.0106535121176365,0.0117000325520832
2025-03-19,0.0018403956348098,0.0499976010505509,0.0107984955678945,0.0002635183887733
2025-03-20,0.0040606996781018,-0.0309372537911718,-0.0021848931523151,0.0013505378267197
2025-03-21,0.0023110049811829,-0.0014727011460912,0.0008246534476661,-0.0071710686934621
2025-03-24,0.0016332577992219,0.0411177839532941,0.0176460001466336,-0.0016897003505831
2025-03-25,-0.0007673300346776,-0.0003109860024155,0.0015743334544251,0.0035179227944899
2025-03-26,0.0035515717555978,-0.0065257711020474,-0.0111569349226271,-0.0009260339561932
2025-03-27,-0.0045911367089674,0.0031785494123917,-0.0033069808607638,0.0130093846531076
2025-03-28,-0.0002882557834615,-0.0323932899165662,-0.019737220708344,0.0085942256217779
