event_id,event_date,label_start_date,label_end_date,label_horizon_trading_days,prediction_date,primary_category,q0_overall_intensity,q1_geo_macro_score,q2_disaster_disruption_score,q3_technology_adoption_score,q4_regulation_policy_score,raw_q0_overall_intensity,raw_q1_geo_macro_score,raw_q2_disaster_disruption_score,raw_q3_technology_adoption_score,raw_q4_regulation_policy_score,daily_event_count,daily_q0_sum,daily_q0_max,daily_q0_top2_gap,daily_relative_q0,event_attention_factor,pre_event_trend_magnitude,trend_dampening_factor,usd_return,gold_return,sp500_return,btc_return,usd_next_return,gold_next_return,sp500_next_return,btc_next_return,usd_excess_sp500_return,gold_excess_sp500_return,sp500_excess_sp500_return,btc_excess_sp500_return,usd_magnitude_bucket,gold_magnitude_bucket,sp500_magnitude_bucket,btc_magnitude_bucket,usd_up,gold_up,sp500_up,btc_up,target_bitstring_usd_gold_sp500_btc,split
EVT_0034,2025-06-27,2025-06-30,2025-07-07,5,2025-07-07,q1_geo_macro,0.56445,-0.42,0.0,0.0,0.0,0.56445,-0.42,0.0,0.0,0.0,1,0.56445,0.56445,0.56445,1.0,1.0,0.02027208615918817,1.0,0.0008213740226017396,0.017869688997936173,0.009219101333784563,0.011312350722996856,-0.0053388528163705,0.0063231058070747,0.0051644274245326,0.000438014173304,-0.008397727311182823,0.00865058766415161,0.0,0.0020932493892122928,flat,large_up,small_up,small_up,1,1,1,1,1111,train
EVT_0056,2025-06-28,2025-06-30,2025-07-07,5,2025-07-07,q2_disaster_disruption,0.56575,0.0,-0.7,0.0,0.0,0.56575,0.0,-0.7,0.0,0.0,1,0.56575,0.56575,0.56575,1.0,1.0,0.02790834819775865,1.0,0.0008213740226017396,0.017869688997936173,0.009219101333784563,0.011312350722996856,-0.0053388528163705,0.0063231058070747,0.0051644274245326,0.000438014173304,-0.008397727311182823,0.00865058766415161,0.0,0.0020932493892122928,flat,large_up,small_up,small_up,1,1,1,1,1111,train
EVT_0109,2025-06-30,2025-07-01,2025-07-08,5,2025-07-08,q3_technology_adoption,0.6154999999999999,0.0,0.0,0.6,0.0,0.6154999999999999,0.0,0.0,0.6,0.0,1,0.6154999999999999,0.6154999999999999,0.6154999999999999,1.0,1.0,0.02790834819775865,1.0,0.006502940758395637,0.0038247019274393335,0.003315066772701991,0.016940605861905045,-0.0006192976909031,0.0128399860618109,-0.0011185310871218,-0.0134134520130533,0.0031878739856936456,0.0005096351547373423,0.0,0.013625539089203054,small_up,small_up,small_up,large_up,1,1,1,1,1111,train
EVT_0057,2025-07-02,2025-07-03,2025-07-10,5,2025-07-10,q2_disaster_disruption,0.43861275793970655,0.0,-0.4248065452200548,0.0,0.0,0.51625,0.0,-0.5,0.0,0.0,2,1.291625,0.775375,0.25912500000000005,0.665806867644688,0.8496130904401096,0.009277318454421944,1.0,0.008989489125392769,-0.009139814114769718,0.008517177214304894,0.06547792868849567,0.0041331011668133,-0.0048984176653972,0.0083389552066073,0.0072447287722909,0.00047231191108787485,-0.01765699132907461,0.0,0.056960751474190774,small_up,small_down,small_up,large_up,1,0,1,1,1011,train
EVT_0157,2025-07-02,2025-07-03,2025-07-10,5,2025-07-10,q4_regulation_policy,0.775375,0.0,0.0,0.0,-0.65,0.775375,0.0,0.0,0.0,-0.65,2,1.291625,0.775375,0.25912500000000005,1.0,1.0,0.009277318454421944,1.0,0.008989489125392769,-0.009139814114769718,0.008517177214304894,0.06547792868849567,0.0041331011668133,-0.0048984176653972,0.0083389552066073,0.0072447287722909,0.00047231191108787485,-0.01765699132907461,0.0,0.056960751474190774,small_up,small_down,small_up,large_up,1,0,1,1,1011,train
EVT_0022,2025-07-03,2025-07-07,2025-07-11,5,2025-07-11,q1_geo_macro,0.599875,-0.45,0.0,0.0,0.0,0.599875,-0.45,0.0,0.0,0.0,1,0.599875,0.599875,0.599875,1.0,1.0,0.013045532354238948,1.0,0.006894403857185871,0.00732377885356561,-0.0031213576805603216,0.0717661727256278,0.0030870863430305,0.0001800496752437,-0.0078622972791287,-0.0122950285291545,0.010015761537746193,0.010445136534125932,0.0,0.07488753040618812,small_up,small_up,small_down,large_up,1,1,0,1,1101,train
EVT_0110,2025-07-08,2025-07-09,2025-07-15,5,2025-07-15,q3_technology_adoption,0.578375,0.0,0.0,0.45,0.0,0.578375,0.0,0.0,0.45,0.0,1,0.578375,0.578375,0.578375,1.0,1.0,0.0099570924538366,1.0,0.01138345386149009,0.006894481048722811,0.002929834943350418,0.0810178238567123,-0.000410223717065,0.0013910183417751,0.0060621034026635,0.0218106956047536,0.008453618918139671,0.003964646105372394,0.0,0.07808798891336188,small_up,small_up,small_up,large_up,1,1,1,1,1111,train
EVT_0058,2025-07-09,2025-07-10,2025-07-16,5,2025-07-16,q2_disaster_disruption,0.4520262570077085,0.0,-0.43779782761037145,0.0,0.0,0.51625,0.0,-0.5,0.0,0.0,2,1.2297500000000001,0.7135,0.19725000000000004,0.7235459004905396,0.8755956552207429,0.007819181225222748,1.0,0.009438782778530275,0.012350495572426512,7.031956265324268e-05,0.06657848296667201,0.001846725176172,0.0017513602235985,0.0027462050044453,0.0418646606874946,0.009368463215877032,0.01228017600977327,0.0,0.06650816340401877,small_up,small_up,flat,large_up,1,1,1,1,1111,train
EVT_0158,2025-07-09,2025-07-10,2025-07-16,5,2025-07-16,q4_regulation_policy,0.7135,0.0,0.0,0.0,0.4,0.7135,0.0,0.0,0.0,0.4,2,1.2297500000000001,0.7135,0.19725000000000004,1.0,1.0,0.007819181225222748,1.0,0.009438782778530275,0.012350495572426512,7.031956265324268e-05,0.06657848296667201,0.001846725176172,0.0017513602235985,0.0027462050044453,0.0418646606874946,0.009368463215877032,0.01228017600977327,0.0,0.06650816340401877,small_up,small_up,flat,large_up,1,1,1,1,1111,train
EVT_0010,2025-07-15,2025-07-16,2025-07-22,5,2025-07-22,q1_geo_macro,0.6622499999999999,-0.5,0.0,0.0,0.0,0.6622499999999999,-0.5,0.0,0.0,0.0,2,1.2777499999999997,0.6622499999999999,0.04674999999999996,1.0,1.0,0.030235050540700747,1.0,-0.012472148881340295,0.03285479630593824,0.01054818795641288,0.018834093508133698,-0.0023322181152704,0.0068172114958866,0.0031936574173276,0.0081621945039229,-0.023020336837753175,0.02230660834952536,0.0,0.008285905551720818,small_down,large_up,small_up,large_up,0,1,1,1,0111,train
